90001,2,2
90017,2,1
90028,0,1
90032,1,0
90035,2,1
90051,2,2
90070,2,1
90078,2,5
90079,3,4
90083,2,3
90087,1,2
90089,2,0
90091,0,0
90092,3,4
90093,0,0
90113,2,1
90116,2,2
90132,4,3
90142,2,5
90144,2,5
90149,2,5
90154,2,2
90155,1,1
90162,2,3
90171,2,0
90174,2,3
90175,2,3
90192,2,0
90204,2,2
90206,3,4
90209,2,1
90212,2,1
90213,2,1
90219,3,4
90223,0,2
90224,0,0
90230,2,2
90236,2,2
90247,2,0
90252,2,0
90254,1,2
90256,2,0
90258,2,1
90260,2,2
90275,2,3
90279,1,1
90280,2,5
90290,2,3
90294,2,0
90299,2,3
90320,2,1
90322,1,1
90329,1,2
90335,3,4
90350,2,2
90352,2,1
90359,2,1
90368,0,1
90386,2,2
90388,2,5
90401,2,1
90403,2,1
90407,1,0
90410,2,3
90416,3,5
90417,3,4
90423,2,1
90432,2,1
90436,3,4
90444,0,0
90450,2,2
90468,1,1
90470,2,1
90472,2,5
90486,0,2
90487,1,1
90498,0,1
90503,2,1
90515,1,1
90516,2,1
90525,2,2
90538,3,3
90548,2,0
90549,1,1
90560,2,1
90561,1,0
90573,2,3
90576,2,0
90580,1,1
90581,2,1
90583,2,1
90587,2,3
90593,2,5
90595,1,3
90600,3,1
90605,1,0
90611,2,5
90613,1,0
90619,2,3
90622,3,1
90623,2,2
90626,2,0
90627,2,2
90646,1,2
90652,1,1
90657,2,4
90673,3,2
90681,2,1
90682,3,4
90686,2,1
90696,2,2
90697,2,3
90703,2,2
90707,1,0
90721,0,0
90723,2,1
90725,1,0
90729,3,4
90738,2,1
90739,2,1
90748,1,0
90756,1,0
90766,2,2
90767,3,4
90774,2,2
90785,2,0
90788,1,0
90789,0,1
90812,2,2
90816,3,1
90820,2,0
90826,2,0
90833,0,0
90845,2,0
90857,1,2
90861,1,0
90864,2,4
90873,2,2
90879,0,0
90882,2,2
90886,2,2
90897,1,1
90901,2,0
90902,1,1
90911,3,4
90914,0,0
90931,2,2
90934,2,2
90939,2,2
90946,1,0
90954,2,0
90958,2,2
90969,2,3
90977,3,4
90987,1,1
90995,2,5
90998,3,1
91003,2,2
91020,3,4
91043,3,3
91050,3,4
91060,3,4
91062,2,3
91071,2,5
91076,1,0
91079,2,2
91080,1,0
91050,3,4
91060,3,4
91062,2,3
91071,2,5
91076,1,0
91079,2,2
91080,1,0
91082,0,0
91083,0,0
91099,5,2
91114,3,2
91136,2,1
91138,2,0
91139,1,3
91143,2,1
91164,1,0
91170,2,3
91171,2,2
91172,2,1
91173,2,2
91185,0,1
91189,2,0
91192,2,1
91199,1,1
91204,2,1
91210,1,1
91217,1,0
91218,0,0
91222,2,2
91223,1,1
91226,2,0
91228,2,3
91236,2,2
91245,0,0
91261,0,0
91267,2,3
91270,1,2
91275,2,2
91276,2,5
91278,2,3
91288,2,0
91293,1,1
91294,3,2
91295,2,1
91297,3,0
91305,2,4
91314,3,4
91316,1,0
91317,2,4
91329,2,5
91338,2,3
91342,2,1
91345,1,2
91358,1,2
91361,0,0
91377,1,2
91380,2,1
91386,2,2
91387,2,2
91391,1,1
91399,2,0
91417,2,3
91418,2,5
91421,2,5
91432,2,2
91436,1,0
91438,2,5
91439,2,1
91450,2,4
91459,1,0
91461,2,2
91467,0,0
91473,2,2
