96470,1,2
96479,2,3
96489,1,3
96491,1,0
96492,1,3
96493,3,4
96495,2,3
96496,3,3
96507,1,3
96515,1,4
96531,1,1
96553,2,5
96554,1,3
96566,1,1
96573,1,3
96584,1,3
96588,2,3
96596,2,3
96607,3,4
96611,1,2
96616,2,2
96624,1,3
96649,1,1
96651,1,3
96653,1,1
96661,2,1
96662,2,3
96670,2,2
96674,2,3
96675,1,3
96683,1,2
96698,2,3
96701,1,3
96716,0,0
96727,1,4
96735,1,3
96763,1,2
96766,1,0
96779,3,1
96783,1,2
96793,1,3
96794,1,0
96801,1,0
96806,2,3
96809,0,0
96816,1,3
96819,0,0
96821,3,4
96831,1,0
96834,3,4
96844,1,3
96866,1,0
96870,1,3
96877,1,3
96888,1,3
96890,1,3
96892,1,3
96898,0,1
96901,1,3
96904,1,2
96907,1,2
96912,1,3
96915,1,3
96927,0,1
96935,1,3
96939,0,0
96942,0,0
96951,1,2
96963,1,2
96969,3,1
96991,1,3
96997,1,2
97002,1,2
97004,3,4
97005,1,3
97006,1,3
97007,2,3
97022,1,1
97023,1,3
97033,0,2
97074,2,3
97076,1,1
97078,2,2
97082,1,2
97086,0,0
97091,2,1
97096,0,0
97098,0,0
97099,1,3
97102,1,3
97108,0,0
97112,1,1
97128,1,2
97136,1,2
97137,3,4
97141,1,2
97151,1,3
97160,2,4
97162,1,2
97168,1,2
97172,0,3
97176,1,2
97192,2,3
97201,2,2
97216,3,4
97227,1,3
97231,1,2
97234,2,2
97237,1,0
97243,1,3
97248,1,2
97255,1,4
97258,2,4
97260,0,0
97271,2,4
97276,0,0
97316,1,3
97322,3,4
97337,2,2
97343,1,2
97346,2,3
97357,1,3
97368,2,2
97371,1,3
97381,2,4
97394,1,2
97400,2,3
97403,1,2
97416,1,3
97420,3,4
97425,1,3
97427,1,3
97431,2,3
97434,1,2
97449,1,0
97452,0,0
97456,1,3
97470,1,2
97481,1,2
97485,3,4
97488,2,2
97494,1,3
97497,2,2
97499,1,3
97504,2,2
97518,2,1
97569,2,3
97571,3,4
97572,1,3
97583,1,2
97592,2,3
97596,1,2
97626,1,3
97629,3,3
97631,1,2
97645,2,3
97679,2,3
97681,3,4
97683,1,3
97715,1,2
97718,1,1
97719,3,4
97723,1,2
97724,1,2
97741,2,3
97749,1,2
97762,1,3
97764,0,1
97765,2,3
97769,1,4
97792,1,3
97804,2,3
97838,2,2
97858,1,4
97860,1,2
97880,1,0
97886,3,2
97895,1,3
97899,1,3
97917,1,1
97921,1,0
97925,1,3
97926,0,0
97931,3,4
97935,3,4
97938,1,2
97947,1,2
97952,1,1
97984,1,4
97988,1,2
98004,1,3
98021,1,3
98034,1,2
98036,1,3
98055,0,0
98075,1,2
98086,1,3
98087,1,3
98088,1,0
98109,1,2
98110,1,0
98125,3,2
98161,0,3
98166,4,3
98168,2,3
98170,1,3
98202,1,3
98204,2,4
98225,2,3
98235,1,3
98236,1,4
98237,1,3
98239,1,3
98242,2,4
98243,1,3
98257,3,4
98261,1,1
98277,1,1
98286,1,2
98288,1,2
98289,2,2
98303,3,3
98320,1,2
98331,1,3
98336,2,3
98362,3,3
98382,2,2
98386,2,3
98387,3,1
98391,3,3
98396,1,1
98398,1,2
98411,0,0
98416,1,1
98426,0,0
98427,1,3
98428,2,2
98431,1,1
98447,0,0
98449,1,2
98488,1,2
98489,2,3
98499,3,2
98505,1,3
98510,0,0
98514,3,4
98516,1,3
98518,2,3
98520,0,1
98524,1,4
98526,3,4
98527,3,3
98552,1,0
98554,1,4
98558,1,3
98591,1,4
98598,3,3
98600,2,2
98605,2,3
98606,0,3
98609,1,3
98611,1,3
98619,0,0
98623,3,4
98636,1,1
98637,0,0
98648,1,3
98652,3,4
98674,0,3
98694,3,4
98705,1,3
98707,2,2
98711,2,3
98717,1,3
98724,0,0
98725,0,1
98733,1,3
98755,0,0
98768,1,3
98780,0,0
98782,1,4
98785,3,4
98793,2,3
98814,0,1
98819,3,4
98828,1,3
98846,0,2
98854,1,3
98867,1,4
98881,1,2
98896,1,3
98911,1,3
98914,1,2
98932,2,1
98935,1,2
98942,2,5
98944,3,3
98945,0,1
98946,3,3
98947,1,1
98958,1,1
98961,0,2
98969,1,2
98970,1,3
98974,1,3
98987,0,0
98993,0,0
98994,1,3
98998,0,0
99001,1,3
99015,1,2
99030,1,2
99039,1,2
99053,2,3
99062,1,3
99072,1,1
99074,3,3
99083,3,3
99088,1,2
99090,2,3
99100,1,4
99103,1,1
99112,3,4
99117,1,2
99126,1,3
99135,1,3
99137,1,2
99143,2,1
99159,1,2
99169,1,2
99187,1,1
99192,2,5
99195,0,0
99198,1,4
99204,1,3
99205,1,3
99219,3,3
99230,1,3
99237,2,2
99249,2,3
99259,1,3
99265,0,1
99266,3,4
99277,1,3
99278,1,1
99285,3,4
99305,1,3
99307,0,0
99326,1,1
99332,1,3
99335,0,0
99349,1,3
99352,0,0
99354,1,1
99367,3,3
99369,1,3
99382,3,3
99401,1,3
99421,1,4
99422,1,2
99432,2,2
99437,2,0
99438,1,3
99446,1,2
99451,1,2
99459,1,1
99464,1,2
99465,1,3
99467,1,2
99473,1,2
99486,1,3
99501,1,2
99532,2,2
99536,1,2
99538,1,0
99542,2,3
99546,1,3
99549,1,2
99552,1,2
99556,2,3
99560,0,0
99572,1,3
99593,0,0
99594,3,4
99607,2,4
99609,1,0
99615,1,1
99620,2,3
99624,0,0
99633,0,0
99635,1,3
99647,3,4
99649,0,0
99652,0,2
99658,1,1
99663,2,3
99692,1,2
99696,1,4
99706,2,3
99707,1,3
99719,1,2
99723,1,2
99738,1,3
99740,1,1
99750,3,4
99755,0,0
99761,1,3
99764,1,3
99768,3,4
99790,2,3
99795,2,2
99796,1,2
99808,1,0
99815,1,3
99821,2,3
99832,1,3
99845,3,3
99851,0,0
99862,3,4
99865,1,3
99873,1,3
99877,1,2
99879,1,3
99884,1,1
99887,1,2
99891,3,4
99897,2,2
99905,0,1
99911,1,3
99915,1,3
99920,2,1
99923,3,2
99931,1,3
99934,3,3
99941,1,3
99943,1,3
99948,0,2
99950,1,3
99951,1,2
99957,1,3
99958,2,3
99965,1,1
99968,2,3
99980,2,3
99984,3,4
99987,1,2
100026,1,3
100033,1,2
100048,2,2
100052,1,2
100068,1,1
100070,1,3
100087,1,3
100088,1,4
100090,1,3
100094,3,3
100095,2,3
100109,1,2
100116,3,4
100120,1,3
100123,2,3
100137,1,3
100140,1,4
100158,1,1
100161,1,1
100175,1,2
100181,1,3
100182,1,3
100188,1,2
100196,0,1
100212,2,3
100213,1,2
100239,1,2
100257,1,2
100263,1,4
100274,1,3
100278,1,3
100281,0,1
100290,0,0
100295,1,0
100296,1,2
100297,0,0
100303,1,2
100305,1,2
100336,1,3
100342,1,2
100357,1,4
100369,1,3
100372,1,2
100373,2,3
100376,1,1
100384,2,0
100390,3,2
100399,2,3
100401,1,0
100406,2,3
100417,3,4
100423,1,1
100443,1,3
100458,1,2
100462,2,4
100480,0,2
100482,1,3
100484,2,3
100493,0,0
100495,1,4
100504,2,1
100507,3,3
100508,1,2
100519,1,1
100527,1,2
100528,2,2
100533,1,1
100541,3,4
100543,1,1
100545,0,0
100552,1,3
100568,1,3
100587,1,0
100595,1,2
100596,1,3
100599,1,3
100602,1,3
100603,1,4
100609,1,1
100612,2,5
100620,1,1
100624,2,6
100627,1,2
100635,4,4
100639,1,3
100642,1,1
100652,1,1
100655,3,4
100656,3,4
100662,2,2
100664,0,3
100669,1,3
100671,1,3
100672,1,3
100678,1,2
100680,1,3
100688,2,5
100690,2,4
100692,3,4
100701,2,3
100705,1,1
100709,1,3
100714,1,1
100721,1,2
100733,2,3
100738,1,2
100741,1,2
100742,1,3
100747,1,3
100765,0,0
100769,0,0
100772,0,1
100773,2,4
100776,1,3
100779,3,3
100786,1,2
100798,3,4
100803,1,3
100811,1,1
100814,1,3
100815,1,2
100820,1,4
100827,1,2
100829,1,3
100830,1,3
100840,1,4
100848,2,2
100857,1,2
100858,1,3
100867,1,2
100877,2,3
100884,2,2
100888,0,0
100889,1,2
100890,1,2
100891,1,3
100909,1,3
100919,1,3
100922,1,3
100925,1,0
100928,3,4
100934,3,4
100935,2,1
100943,1,2
100959,0,0
100961,1,2
100962,1,2
100966,1,2
100970,1,3
100975,1,3
100978,1,2
100998,1,3
100999,1,2
101002,2,3
101005,1,2
101015,1,2
101023,2,2
101026,2,5
101033,1,2
101034,1,2
101036,0,0
101043,1,1
101050,2,0
101055,1,3
101058,0,3
101077,1,1
101084,1,1
101088,0,0
101090,1,3
101111,3,4
101114,1,3
101120,1,3
101134,1,1
101137,3,4
101142,1,3
101149,1,3
101151,1,4
101156,1,4
101169,1,4
101176,0,0
101177,0,1
101192,1,2
101196,1,2
101209,1,4
101221,2,2
101224,0,0
101229,0,2
101231,0,1
101241,1,3
101250,1,2
101255,1,3
101256,2,5
101259,1,2
101263,1,3
101268,1,1
101269,1,2
101270,1,5
101271,1,2
101272,0,1
101273,1,3
101283,3,3
101287,1,3
101290,2,2
101309,1,2
101316,1,3
101318,1,3
101321,1,2
101323,1,2
101324,3,3
101325,1,3
101327,2,5
101328,1,1
101337,0,1
101351,2,1
101355,1,3
101356,1,3
101359,1,3
101371,0,2
101381,3,4
101382,1,3
101390,1,3
101402,4,3
101423,1,3
101425,1,3
101443,1,3
101447,1,3
101451,1,3
101463,1,3
101465,1,3
101470,2,4
101474,3,3
101477,1,4
101479,1,2
101481,1,0
101490,1,3
101510,0,0
101511,1,1
101513,1,1
101521,1,2
101534,3,3
101540,2,3
101542,1,1
101548,3,2
101549,2,3
101557,3,4
101558,1,1
101568,1,2
101573,1,1
101574,1,3
101585,1,1
101587,1,3
101588,0,0
101593,1,3
101595,1,3
101607,1,0
101618,1,4
101626,1,3
101627,1,2
101630,1,1
101637,1,3
101640,1,3
101649,1,1
101658,3,4
101659,1,2
101660,1,1
101667,3,4
101674,2,4
101675,1,2
101686,1,4
101687,1,2
101743,1,0
101763,1,3
101765,1,4
101766,0,0
101782,1,3
101783,1,2
101784,2,3
101787,1,3
101790,1,1
101792,1,3
101794,2,3
101798,1,4
101807,1,1
101819,0,0
101842,1,3
101846,2,2
101849,1,1
101854,3,4
101857,3,3
101865,1,0
101870,3,2
101874,0,0
101891,3,4
101902,1,4
101905,3,3
101913,1,3
101914,0,1
101919,1,3
101925,3,2
101926,1,3
101933,0,0
101937,3,3
101941,3,4
101957,3,4
101968,2,3
101970,1,4
101971,1,2
101991,0,0
101995,1,3
101997,1,1
101999,3,4
102001,3,4
102004,1,3
102007,1,2
102012,1,3
102013,1,4
102032,2,3
102034,1,3
102041,2,5
102047,1,2
102056,1,1
102058,3,2
102074,0,1
102078,1,2
102086,1,3
102111,1,3
102114,1,3
102117,1,3
102123,1,3
102137,3,3
102140,1,3
102143,1,3
102144,1,3
102145,1,4
102146,1,2
102153,2,5
102156,0,2
102181,1,3
102186,2,3
102192,1,2
102195,2,3
102196,1,4
102202,1,1
102204,2,0
102209,2,3
102214,1,3
102215,3,1
102216,1,3
102219,1,3
102233,1,1
102234,1,3
102249,2,3
102256,1,3
102259,3,4
102260,1,2
102264,2,3
102283,1,1
102285,0,0
102286,1,4
102288,1,2
102294,1,2
102295,2,3
102307,1,3
102321,1,3
102332,1,3
102334,2,3
102337,1,4
102346,1,3
102348,1,3
102369,1,0
102376,0,1
102379,1,3
102381,1,2
102394,1,2
102403,2,4
102409,1,2
102415,1,1
102424,0,0
102425,0,1
102430,3,4
102435,1,2
102436,1,1
102439,2,3
102442,1,2
102457,3,4
102477,1,1
102494,3,4
102495,2,2
102496,1,3
102509,1,3
102520,2,2
102533,0,2
102540,2,3
102545,1,3
102551,3,2
102559,0,0
102563,1,4
102580,1,2
102590,1,2
102601,3,4
102610,3,4
102623,1,4
102634,1,3
102638,2,3
102639,0,0
102641,0,0
102650,1,3
102654,2,4
102679,2,3
102689,3,4
102694,1,3
102696,1,3
102698,1,3
102704,1,3
102705,1,0
102709,3,4
102719,1,1
102722,1,2
102727,1,2
102742,1,3
102745,1,2
102748,1,2
102750,1,2
102753,1,2
102754,2,5
102755,2,3
102759,3,4
102760,1,2
102767,0,0
102771,3,4
102786,1,1
102797,1,3
102806,1,1
102807,1,3
102822,1,3
102826,1,0
102835,1,3
102839,0,0
102843,2,3
102844,3,4
102852,1,3
102853,1,2
102864,3,2
102881,2,3
102882,2,2
102884,1,3
102885,3,4
102895,3,4
102897,1,1
102900,1,0
102905,0,0
102914,1,2
102916,1,1
102930,2,3
102932,2,3
102940,2,3
102948,1,2
102950,1,3
102956,1,3
102974,1,3
102991,1,2
103003,2,1
103012,1,1
103018,1,3
103020,1,3
103021,1,4
103023,1,3
103032,0,0
103036,0,1
103038,1,3
103059,2,5
103069,3,4
103080,0,0
103096,1,3
103101,1,3
103106,3,4
103110,2,5
103111,1,3
103122,2,3
103127,1,2
103128,1,1
103131,1,2
103132,1,2
103133,3,3
103135,2,5
103141,1,2
103142,2,2
103148,2,5
103169,2,3
103173,3,2
103178,1,3
103184,1,2
103197,2,3
103201,3,4
103204,1,4
103207,0,0
103209,1,0
103210,2,3
103212,1,0
103215,1,0
103227,1,3
103231,1,3
103244,1,2
103246,1,1
103250,1,3
103255,4,1
103258,1,2
103261,1,2
103262,1,3
103269,3,4
103287,0,0
103305,3,3
103307,3,4
103319,1,2
103320,1,3
103327,1,2
103333,1,4
103345,2,3
103348,1,3
103349,1,3
103352,1,2
103361,1,2
103368,3,4
103375,1,2
103386,2,1
103392,1,3
103401,3,4
103404,0,0
103406,2,1
103412,1,3
103418,0,0
103421,1,3
103432,3,4
103438,1,2
103440,1,3
103441,1,3
103450,1,3
103461,1,2
103471,1,3
103472,3,4
103474,1,2
103481,3,4
103482,2,5
103495,1,4
103517,1,3
103522,1,2
103526,3,1
103538,1,2
103545,3,3
103546,1,1
103555,1,1
103556,2,3
103562,1,4
103580,1,2
103581,1,2
103588,0,0
103590,1,3
103591,1,3
103602,2,4
103604,3,4
103608,1,4
103620,3,4
103628,3,4
103634,1,3
103636,0,1
103661,3,4
103665,1,3
103669,0,0
103671,1,3
103672,1,1
103675,1,3
103679,1,3
103681,1,2
103683,0,2
103697,2,2
103706,1,3
103718,1,4
103727,3,4
103729,1,4
103733,1,3
103738,1,3
103745,1,3
103752,2,3
103753,1,2
103758,1,1
103761,1,3
103773,1,3
103774,0,1
103775,1,3
103776,1,3
103778,1,3
103780,1,3
103781,1,2
103788,1,3
103789,2,3
103790,1,2
103791,2,5
103792,1,2
103802,1,2
103807,1,2
103811,1,3
103824,1,1
103826,3,4
103834,1,3
103844,1,2
103848,1,3
103860,1,3
