90001,4,3
90017,0,1
90028,1,0
90032,0,0
90035,2,2
90051,0,0
90070,0,0
90078,2,0
90079,3,2
90083,2,0
90087,4,3
90089,2,1
90091,0,1
90092,3,0
90093,2,1
90113,0,1
90116,0,0
90132,1,1
90142,0,0
90144,2,1
90149,0,1
90154,1,0
90155,1,0
90162,3,0
90171,0,1
90174,2,1
90175,0,0
90192,0,0
90204,0,2
90206,4,0
90209,3,1
90212,0,0
90213,1,0
90219,0,0
90223,0,1
90224,2,1
90230,0,0
90236,0,0
90247,2,0
90252,0,0
90254,2,1
90256,2,0
90258,3,1
90260,2,1
90275,0,0
90279,1,1
90280,0,0
90290,1,1
90294,3,4
90299,3,1
90320,3,1
90322,1,2
90329,3,1
90335,2,2
90350,0,0
90352,2,1
90359,1,0
90368,0,0
90386,0,1
90388,2,0
90401,1,1
90403,1,1
90407,0,0
90410,0,0
90416,0,0
90417,0,0
90423,1,0
90432,4,3
90436,0,0
90444,2,1
90450,0,0
90468,4,1
90470,1,1
90472,0,0
90486,0,0
90487,2,2
90498,2,1
90503,2,2
90515,4,3
90516,0,0
90525,1,0
90538,1,0
90548,0,1
90549,3,2
90560,0,0
90561,1,0
90573,1,0
90576,0,1
90580,3,1
90581,1,0
90583,2,1
90587,2,2
90593,2,0
90595,0,0
90600,2,1
90605,3,1
90611,0,0
90613,0,0
90619,1,0
90622,0,0
90623,1,1
90626,0,0
90627,0,0
90646,4,3
90652,0,1
90657,4,3
90673,0,0
90681,1,2
90682,3,2
90686,0,0
90696,2,1
90697,2,1
90703,2,2
90707,3,2
90721,0,0
90723,2,1
90725,0,0
90729,1,1
90738,1,1
90739,1,1
90748,4,3
90756,1,0
90766,0,0
90767,0,0
90774,0,0
90785,0,0
90788,2,2
90789,2,1
90812,2,1
90816,0,0
90820,0,0
90826,2,1
90833,2,1
90845,0,2
90857,0,0
90861,1,1
90864,4,1
90873,0,0
90879,1,2
90882,4,2
90886,0,0
90897,4,3
90901,1,0
90902,0,0
90911,0,0
90914,3,2
90931,0,0
90934,3,1
90939,3,1
90946,0,0
90954,3,1
90958,4,3
90969,2,1
90977,2,1
90987,2,1
90995,0,0
90998,1,2
91003,4,1
91020,0,0
91043,0,1
91050,2,1
91060,3,1
91062,0,0
91071,0,0
91076,2,0
91079,0,0
91080,1,0
91050,2,1
91060,3,1
91062,0,0
91071,0,0
91076,2,0
91079,0,0
91080,1,0
91082,0,0
91083,2,1
91099,0,0
91114,1,1
91136,2,0
91138,1,1
91139,3,1
91143,1,2
91164,1,2
91170,0,0
91171,0,0
91172,1,0
91173,1,2
91185,2,1
91189,3,1
91192,0,0
91199,0,0
91204,0,1
91210,4,3
91217,4,3
91218,2,1
91222,0,0
91223,4,3
91226,0,0
91228,0,1
91236,0,0
91245,2,2
91261,4,3
91267,3,0
91270,4,3
91275,0,0
91276,0,0
91278,4,2
91288,0,1
91293,0,0
91294,2,1
91295,0,0
91297,0,1
91305,0,0
91314,3,1
91316,1,0
91317,3,0
91329,2,1
91338,4,3
91342,2,3
91345,4,2
91358,0,1
91361,1,1
91377,1,2
91380,0,0
91386,0,0
91387,0,0
91391,2,0
91399,0,0
91417,1,0
91418,1,1
91421,1,0
91432,0,1
91436,4,3
91438,2,0
91439,2,1
91450,1,1
91459,2,1
91461,0,0
91467,0,0
91473,0,0
91475,0,0
91478,2,1
91480,1,0
91487,0,0
91489,0,0
91501,0,0
91512,0,0
91513,4,3
91516,2,1
91519,0,0
91527,0,1
91533,2,1
91549,2,1
91559,1,1
91562,2,1
91565,2,1
91569,0,0
91577,0,0
91600,1,2
91607,3,1
91621,2,0
91630,2,1
91631,0,0
91632,0,0
91636,0,0
91640,2,1
91641,0,1
91647,2,1
91648,0,0
91653,0,0
91654,2,1
91673,1,1
91677,2,1
91680,4,3
91682,2,1
91688,3,2
91690,0,0
91705,2,1
91706,0,0
91710,0,0
91711,2,0
91717,2,1
91722,1,0
91740,3,1
91744,1,0
91745,0,0
91748,0,1
91749,1,0
91761,0,1
91762,2,1
91772,2,1
91774,0,0
91791,0,0
91793,4,3
91800,1,0
91803,0,1
91804,0,0
91806,0,0
91825,0,0
91830,0,0
91833,0,1
91835,4,3
91852,1,1
91854,0,0
91867,0,0
91872,0,0
91883,0,0
91884,2,1
91890,3,0
91897,3,2
91908,2,0
91909,3,1
91910,0,0
91913,0,0
91914,2,1
91921,0,0
91922,2,0
91925,2,1
91926,0,0
91927,2,1
91941,1,2
91945,1,1
91946,3,1
91947,0,0
91950,0,0
91957,1,1
91971,0,1
91972,4,1
91973,0,0
91974,0,1
91975,0,0
91984,0,0
91991,0,0
92001,0,0
92002,0,0
92024,3,4
92032,0,0
